場面	一致率	送った文	聞こえた文	送信文
c402-1	1.000	船長はリック・ハズバンド、45歳。アメリカ空軍の大佐。	船長はリックハズバンド四十五歳。アメリカ空軍の大佐。	船長はリック・ハズバンド、45歳。アメリカ空軍の大佐。
c402-2	1.000	操縦士はウィリアム・マクール、41歳。海軍の中佐だった。	操縦士はウィリアム・マクール四十一歳。海軍の中佐だった。	操縦士はウィリアム・マクール、41歳。海軍の中佐だった。
c403-1	0.893	積み荷の実験をまとめる責任者は、マイケル・アンダーソン、43歳。	SM2の実験をまとめる責任者はマイケルアンダーソン、四十三歳。	積み荷の実験をまとめる責任者は、マイケル・アンダーソン、43歳。
c403-2	1.000	デビッド・ブラウンは46歳。海軍の大佐で、医師でもあった。	デビッドブラウンは四十六歳、海軍の大佐で医師でもあった。	デビッド・ブラウンは46歳。海軍の大佐で、医師でもあった。
c404-1	1.000	カルパナ・チャウラは41歳。航空宇宙工学の博士だった。	カルパナ・チャウラは四十一歳、航空宇宙工学の博士だった。	カルパナ・チャウラは41歳。航空宇宙工学の博士だった。
c404-2	1.000	ローレル・クラークも41歳。海軍の医師だった。	ローレルクラークも四十一歳。海軍の医師だった。	ローレル・クラークも41歳。海軍の医師だった。
c405-1	1.000	イラン・ラモンは48歳。イスラエルで最初の宇宙飛行士である。	イラン・ラモンは四十八歳。イスラエルで最初の宇宙飛行士である。	イラン・ラモンは48歳。イスラエルで最初の宇宙飛行士である。
c405-2	0.952	任務の記章には、イスラエルの旗も描かれていた。	任務の機章にはイスラエルの旗も描かれていた。	任務の記章には、イスラエルの旗も描かれていた。
c406-1	1.000	この飛行は、国際宇宙ステーションへは行かない。	この飛行は国際宇宙ステーションへは行かない。	この飛行は、国際宇宙ステーションへは行かない。
c406-2	1.000	貨物室に研究用の部屋を積んだ、研究だけのための飛行だった。	貨物室に研究用の部屋を積んだ研究だけのための飛行だった。	貨物室に研究用の部屋を積んだ、研究だけのための飛行だった。
c406-3	1.000	スペースハブという。トンネルを通って行き来する。	スペースハブというトンネルを通って行き来する	スペースハブという。トンネルを通って行き来する。
c407-1	1.000	貨物室に積んだのは5つ。スペースハブへの通路と、その研究室。	貨物室に積んだのは5つ。スペースハブへの通路とその研究室。	貨物室に積んだのは5つ。スペースハブへの通路と、その研究室。
c407-2	0.955	残りは、もう一つの実験装置と、加速度をはかる計器と、長く飛ぶための補給の台。	残りはもう一つの実験装置と加速度を測る計器と長く飛ぶための補給の台。	残りは、もう一つの実験装置と、加速度をはかる計器と、長く飛ぶための補給の台。
c408-1	1.000	研究には、70人を超える科学者が関わっていた。	研究には70人を超える科学者が関わっていた。	研究には、70人を超える科学者が関わっていた。
c408-2	0.926	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。	七人は赤組と青組に分かれ、二十四時間体制で交代しながら働く。	7人は赤組と青組に分かれ、24時間態勢で交代しながら働く。
c409-1	0.926	高さは約280キロ。赤道から39度傾いた軌道を回っていた。	高さは約280km、赤道から39度傾いた軌道を回っていた。	高さは約280キロ。赤道から39度傾いた軌道を回っていた。
c409-2	1.000	飛行3日目には、この飛行で最初の記者会見をしている。	飛行三日目にはこの飛行で最初の記者会見をしている。	飛行3日目には、この飛行で最初の記者会見をしている。
c410-1	0.850	飛行4日目、乗員は史上いちばん弱い炎を作った。	飛行四日目、乗員は史上一番弱い炎を作った。	飛行4日目、乗員は史上いちばん弱い炎を作った。
c410-2	0.982	熱の強さにして1ワット。誕生日のろうそくの50分の1である。	熱の強さにして一ワット。誕生日のろうそくの五十分の一である。	熱の強さにして1ワット。誕生日のろうそくの50分の1である。
c411-1	0.889	飛行11日目には、水槽の魚が1匹かえり、カイコガが繭から出た。	飛行十一日目には水槽の魚が一匹帰り、カイコ蛾が繭から出た。	飛行11日目には、水槽の魚が1匹かえり、カイコガが繭から出た。
c411-2	0.820	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。	十三日目には過去の事故で亡くなった人たちにダマトウを捧げている。	13日目には、過去の事故で亡くなった人たちに黙とうをささげている。
c412-1	1.000	飛行8日目の深夜、地上から機長と操縦士にメールが届いた。	飛行八日目の深夜、地上から機長と操縦士にメールが届いた。	飛行8日目の深夜、地上から機長と操縦士にメールが届いた。
c412-2	0.923	打ち上げのときに断熱材が当たった件である。	打ち上げの時に断熱材が当たった件である。	打ち上げのときに断熱材が当たった件である。
c412-3	0.880	話に出すほどの事でもない	話に出すほどのことでもない。	話に出すほどの事でもない
c413-1	0.889	同じころ、衝突の様子を写した15秒ほどの映像も送られている。	同じ頃、衝突の様子を映した十五秒ほどの映像も送られている。	同じころ、衝突の様子を写した15秒ほどの映像も送られている。
c413-2	1.000	件名は「記者会見で聞かれそうな件」。	件名は記者会見で聞かれそうな件	件名は「記者会見で聞かれそうな件」。
c413-3	1.000	文面は「絶対に、再突入の心配はない」と書いていた。	文面は絶対に再突入の心配はないと書いていた。	文面は「絶対に、再突入の心配はない」と書いていた。
c414-1	0.941	送った理由は、記者に聞かれたときに驚かないようにである。	送った理由は記者に聞かれた時に驚かないようにである。	送った理由は、記者に聞かれたときに驚かないようにである。
c414-2	1.000	機長は受け取ったと返事をし、全員に回した。	機長は受け取ったと返事をし、全員に回した。	機長は受け取ったと返事をし、全員に回した。
c415-1	1.000	7人は、それきり何も聞かされていない。	七人はそれきり何も聞かされていない。	7人は、それきり何も聞かされていない。
c415-2	0.981	断熱材の衝突は、16日間の暮らしに何の影響も与えなかった。	断熱材の衝突は十六日間の暮らしに何の影響も与えなかった。	だんねつざいの衝突は、16日間の暮らしに何の影響も与えなかった。
c416-1	0.919	そもそも機内から、翼の前のふちは見えない。	そもそも機内から翼の前の縁は見えない。	そもそも機内から、翼の前のふちは見えない。
c416-2	0.981	1枚目から11枚目のパネルは、窓のどこからも見えなかった。	一枚目から十一枚目のパネルは窓のどこからも見えなかった。	1枚目から11枚目のパネルは、窓のどこからも見えなかった。
c416-3	1.000	ロボットアームも、この飛行には積んでいない。	ロボットアームもこの飛行には積んでいない。	ロボットアームも、この飛行には積んでいない。
c417-1	0.941	確かめる方法が無かったわけではない。	確かめる方法がなかったわけではない。	確かめる方法が無かったわけではない。
c417-2	1.000	宇宙服を着て外に出る船外活動をすれば、左の翼は見られる。	宇宙服を着て外に出る船外活動をすれば、左の翼は見られる。	宇宙服を着て外に出る船外活動をすれば、左の翼は見られる。
c418-1	0.955	最終日、7人は実験を全部片づけ、帰る支度を終えた。	最終日、七人は実験を全部片付け、帰る支度を終えた。	最終日、7人は実験を全部片づけ、帰る支度を終えた。
c418-2	0.800	すべて正常だった。	全て正常だった。	すべて正常だった。
c419-1	1.000	翌朝は2月1日。帰る日である。	翌朝は二月一日、帰る日である。	翌朝は2月1日。帰る日である。
c419-2	1.000	天気も機体の具合も、規則の範囲に収まっていた。	天気も機体の具合も規則の範囲に収まっていた。	天気も機体の具合も、規則の範囲に収まっていた。
c420-1	0.941	追悼の頁に載っている写真は、1月26日にこの機体から撮ったものである。	追悼のページに載っている写真は、一月二十六日にこの機体から撮ったものである。	追悼の ぺーじに載っている写真は、1月26日にこの機体から撮ったものである。
c420-2	0.952	半分ほど照らされた月が、暗がりに浮かんでいる。	半分ほど照らされた月が暗がりに浮かんでいた。	半分ほど照らされた月が、暗がりに浮かんでいる。
c501-1	1.000	軌道の上では、何も起きていない。	軌道の上では何も起きていない。	軌道の上では、何も起きていない。
c501-2	0.976	地上では、その16日間に別のことが進んでいた。	地上ではその十六日間に別のことが進んでいた。	地上では、その16日間に別のことが進んでいた。
c501-3	1.000	断熱材が当たったと分かった、その翌日からである。	断熱材が当たったと分かったその翌日からである。	断熱材が当たったと分かった、その翌日からである。
c502-1	1.000	飛行2日目、破片の影響を調べる集まりが作られた。	飛行二日目、破片の影響を調べる集まりが作られた。	飛行2日目、はへんの影響を調べる集まりが作られた。
c502-2	1.000	デブリ評価チームという。	デブリ評価チームという	デブリ評価チームという。
c502-3	1.000	共同の議長は、NASAのロッチャ技師と、請負会社のマデラ氏だった。	共同の議長はNASAのロッチャ技師と請負会社のマデラ氏だった。	共同の議長は、NASAのロッチャ技師と、請負会社のマデラ氏だった。
c503-1	1.000	ただし、このチームは正式な扱いにされていない。	ただし、このチームは正式な扱いにされていない。	ただし、このチームは正式な扱いにされていない。
c503-2	0.950	誰が責任者なのかが、決まらないままになった。	誰が責任者なのかな決まらないままになった。	誰が責任者なのかが、決まらないままになった。
c503-3	1.000	与えられた指示は「1月24日までに結果を出せ」だけである。	与えられた指示は一月二十四日までに結果を出せだけである。	与えられた指示は「1月24日までに結果を出せ」だけである。
c504-1	0.955	軌道にいるコロンビア号の左の翼を、撮ってほしい。	軌道にいるコロンビア号の左の翼を取ってほしい。	きどうにいるコロンビア号の左の翼を、撮ってほしい。
c504-2	1.000	望遠鏡でも、衛星でもいい。傷の大きさが知りたい。	望遠鏡でも衛星でもいい。傷の大きさが知りたい。	望遠鏡でも、衛星でもいい。傷の大きさが知りたい。
c505-1	1.000	要求は三度、別々のところから出ている。	要求は三度、別々のところから出ている。	要求は三度、別々のところから出ている。
c505-2	1.000	飛行2日目、写真作業班の長から。	飛行二日目、写真作業班の長から	飛行2日目、写真作業班の長から。
c505-3	0.980	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。	飛行6日目。請負会社の管理者から同じ日ロッチ技師から	飛行6日目、請負会社の管理者から。同じ日、ロッチャ技師から。
c506-1	0.947	三度とも、飛行中の判断をする側で止まった。	何度とも飛行中の判断をする側で止まった。	三度とも、飛行中の判断をする側で止まった。
c506-2	0.889	止めた側は、中身ではなく、手続きを問うた。	止めた側は中身ではなく手続きを通った。	止めた側は、中身ではなく、手続きを とうた。
c506-3	1.000	誰が要求しているのか、と問われた	誰が要求しているのかと問われた。	誰が要求しているのか、と問われた
c507-1	0.903	問われた者は、みな同じように答えた。	問われた者は皆同じように答えた。	問われた者は、みな同じように答えた。
c507-2	1.000	正式な必要条件として、写真を求めた者はいない。	正式な必要条件として写真を求めた者はいない。	正式な必要条件として、写真を求めた者はいない。
c507-3	1.000	写真を欲しがっていたチーム自身には、誰も聞かなかった。	写真を欲しがっていたチーム自身には誰も聞かなかった。	写真を欲しがっていたチーム自身には、誰も聞かなかった。
c508-1	0.769	軍への依頼は、いったん出ていた。	軍への依頼は一旦出ていた。	軍への依頼は、いったん出ていた。
c508-2	1.000	相手は、コロラドの山の中にある米戦略軍の司令部。設備を探し始めてもいた。	相手はコロラドの山の中にある米戦略軍の司令部設備を探し始めてもいた。	相手は、コロラドの山の中にある米戦略軍の司令部。設備を探し始めてもいた。
c508-3	0.974	だがその依頼は、90分のうちに取り消される。	だが、その依頼は九十分のうちに取り消される。	だがその依頼は、90分のうちに取り消される。
c509-1	1.000	理由は「NASAは自前の資源で足りる」だった。	理由はNASAは自前の資源で足りるだった。	理由は「NASAは自前の資源で足りる」だった。
c509-2	0.920	記録には「見えても何もできない」という発言も残っている。	浩久には見えても何もできないという発言も残っている。	記録には「見えても何もできない」という発言も残っている。
c510-1	0.966	軍の画像を扱える資格を持つ者は、運用の指揮系統に一人もいない。	軍の画像を扱える資格を持つ者が運用の指揮系統に一人もいない。	軍の画像を扱える資格を持つ者は、運用の指揮系統に一人もいない。
c510-2	1.000	どれくらいの画質で撮れるのか。費用はいくらか。	どれくらいの画質で撮れるのか、費用はいくらか。	どれくらいの画質で撮れるのか。費用はいくらか。
c510-3	0.783	誰ひとり、調べていなかった。	誰一人調べていなかった。	誰ひとり、調べていなかった。
c511-1	0.780	計算のほうは、写真を求める前から進んでいた。	理恵さんの方は写真を求める前から進んでいた。	計算のほうは、写真を求める前から進んでいた。
c511-2	1.000	チームが使ったのは、クレーターという計算の道具だった。	チームが使ったのはクレーターという計算の道具だった。	チームが使ったのは、クレエタアという計算の道具だった。
c512-1	0.952	もとは1966年、アポロ計画で小さな隕石を想定して作られた式である。	元は 1966年アポロ計画で小さな隕石を想定して作られた式である。	もとは1966年、アポロ計画で小さな隕石を想定して作られた式である。
c512-2	1.000	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。	1979年から1985年にかけて耐熱タイル用へ書き換えられた。	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。
c513-1	0.912	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。	本来は打ち上げ当日に落ちる氷の欠片を見るための道具だった。	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。
c513-2	1.000	飛行の最中に使ったのは、この飛行が初めてである。	飛行の最中に使ったのはこの飛行が初めてである。	飛行の最中に使ったのは、この飛行が初めてである。
c514-1	0.947	この式を作るときに実際に当てた破片は、最大で約49立方センチ。	この式を作る時に実際に当てた破片は最大で約四十九立方センチ。	この式を作るときに実際に当てた破片は、最大で約49立方センチ。
c514-2	0.872	ゴルフボール1個ほどの、小さなかけらである。	ゴルフボール一個ほどの小さな欠片である。	ゴルフボール1個ほどの、小さなかけらである。
c515-1	0.950	今回ぶつかった破片は、約19,700立方センチ。	今回ぶつかった破片は約一万九千七百立方センチ	今回ぶつかった破片は、約いちまんきゅうせんななひゃく立方センチ。
c515-2	1.000	大きなクーラーボックスほどの塊だった。	大きなクーラーボックスほどの塊だった。	大きなクーラーボックスほどの塊だった。
c516-1	1.000	式が試された範囲を、どれだけはみ出していたか。	式が試された範囲をどれだけはみ出していたか。	しきが試された範囲を、どれだけはみ出していたか。
c516-2	1.000	試された最大の、400倍だった	試された最大の400倍だった。	試された最大の、400倍だった
c517-1	0.885	400倍というのは、のちに委員会が出した最も有力な値である。	倍というのは、後に委員会が出した最も有力な値である。	400倍というのは、のちに委員会が出した最も有力な値である。
c517-2	0.977	当時のチームは、640倍だと信じて計算していた。	当時のチームは六百四十倍だと信じて計算していた。	当時のチームは、640倍だと信じて計算していた。
c518-1	1.000	それでも、クレーターは答えを出した。	それでもクレーターは答えを出した。	それでも、クレエタアは答えを出した。
c518-2	1.000	耐熱タイルより深く削る、という答えである。	耐熱タイルより深く削るという答えである。	たいねつタイルより深く削る、という答えである。
c518-3	0.939	機体の外板が焼け抜けるおそれがある、という意味だった。	機体の外板が焼け抜ける恐れがあるという意味だった。	機体の外板が焼け抜けるおそれがある、という意味だった。
c519-1	1.000	チームは、この答えを二つの理由で打ち消した。	チームはこの答えを二つの理由で打ち消した。	チームは、この答えを二つの理由で打ち消した。
c519-2	1.000	一つ。クレーターは大げさに出る道具だという経験。	一つ、クレーターは大げさに出る道具だという経験。	一つ。クレエタアは大げさに出る道具だという経験。
c519-3	0.936	二つ。タイルの下にある硬い層を、式が見ていないこと。	二つ、タイルの下にある硬い層をシキが見ていないこと。	二つ。タイルの下にある硬い層を、式が見ていないこと。
c520-1	0.862	翼の前のふち用の式もあった。1984年に氷の弾で合わせたものである。	翼の前のフチ用の指揮もあった。 1984年に氷の玉で合わせたものである。	翼の前のふち用の しきもあった。1984年に氷の弾で合わせたものである。
c520-2	0.927	15度を超えて当たれば、RCCは破れると出た。	十五度を超えて当たればRCCは敗れると出た。	15度を超えて当たれば、RCCは破れると出た。
c520-3	0.980	15通りの経路のうち1通りだけが、21度で当たると出た。	十五通りの経路のうち一通りだけが二十一度で当たると出た。	ジュウゴ とおりの経路のうち1通りだけが、21度で当たると出た。
c521-1	1.000	チームはこう考えた。断熱材は氷より軽いから破れない、と。	チームはこう考えた。断熱材は氷より軽いから破れないと。	チームはこう考えた。断熱材は氷より軽いから破れない、と。
c521-2	1.000	不安を持つ技術者もいたが、確かめられることはなかった。	不安を持つ技術者もいたが、確かめられることはなかった。	不安を持つ技術者もいたが、確かめられることはなかった。
c522-1	1.000	飛行中の判断をする集まりを、ミッション運営チームという。	飛行中の判断をする集まりをミッション運営チームという。	飛行中の判断をする集まりを、ミッション運営チームという。
c522-2	1.000	毎日開く決まりになっていた。	毎日開く決まりになっていた。	毎日開く決まりになっていた。
c522-3	1.000	16日間で、実際に開かれたのは5回である。	16日間で実際に開かれたのは5回である。	16日間で、実際に開かれたのは5回である。
c523-1	1.000	21日の会議では、破片より先に重量や機材の話が出た。	二十一日の会議では、破片より先に重量や機材の話が出た。	21日の会議では、破片より先に重量や機材の話が出た。
c523-2	1.000	議長は「どうせ何もできないから、飛行中の問題ではない」と述べる。	議長はどうせ何もできないから飛行中の問題ではないと述べる。	議長は「どうせ何もできないから、飛行中の問題ではない」と述べる。
c524-1	1.000	1月24日、チームの説明会には立ち見が出た。	一月二十四日、チームの説明会には立ち見が出た。	イチガツ24日、チームの説明会には立ち見が出た。
c524-2	0.936	そこで示された結論は「焼け抜けるおそれはない」だった。	そこで示された結論は「焼け抜ける恐れはない」だった。	そこで示された結論は「焼け抜けるおそれはない」だった。
c525-1	0.967	議長は「焼け抜けが無いなら、大きな事故にはならないのね」と確かめた。	議長は焼け抜けがないなら大きな事故にはならないのねと確かめた。	議長は「焼け抜けが無いなら、大きな事故にはならないのね」と確かめた。
c525-2	1.000	技術的な質問は、一つも出ていない。	技術的な質問は一つも出ていない。	技術的な質問は、一つも出ていない。
c526-1	1.000	その二日前、ロッチャ技師は一通のメールを書いていた。	その二日前、ロッチャ技師は一通のメールを書いていた。	その二日前、ロッチャ技師は一通のメールを書いていた。
c526-2	1.000	指揮系統を飛び越したくないという理由で、送らなかったメールである。	指揮系統を飛び越したくないという理由で送らなかったメールである。	しきけいとうを飛び越したくないという理由で、送らなかったメールである。
c526-3	1.000	無責任に近い、と書いて送らなかった	無責任に近いと書いて送らなかった。	無責任に近い、と書いて送らなかった
c527-1	0.957	1月24日の会議の議事録に、破片の話は一行も無い。	一月二十四日の会議の議事録に破片の話は一行もない。	1月24日の会議の議事録に、破片の話は一行も無い。
c527-2	1.000	その議事録に、議長が署名している。	その議事録に議長が署名している。	その議事録に、議長が署名している。
c528-1	1.000	本来なら、安全だと示すのは飛ばす側の仕事である。	本来なら安全だと示すのは飛ばす側の仕事である。	本来なら、安全だと示すのは飛ばす側の仕事である。
c528-2	1.000	危険だと証明することを、技術者の側が求められていた。	危険だと証明することを技術者の側が求められていた。	危険だと証明することを、技術者の側が求められていた。
c601-1	1.000	では、もし知っていたら、助かったのか。	では、もし知っていたら助かったのか？	では、もし知っていたら、助かったのか。
c601-2	1.000	委員会は、それをNASAに計算させている。	委員会はそれをNASAに計算させている。	委員会は、それをNASAに計算させている。
c602-1	0.960	前提はこうである。飛行2日目に、破片が当たったと分かる。	前提はこうである。飛行二日目に破片が当たったとわかる。	前提はこうである。飛行2日目に、破片が当たったと分かる。
c602-2	1.000	3日目に撮影を求め、5日目に船外活動へ出る。	三日目に撮影を求め、五日目に船外活動へ出る。	3日目に撮影を求め、5日目に船外活動へ出る。
c602-3	1.000	そこで、命に関わる傷が見つかったとする。	そこで命に関わる傷が見つかったとする。	そこで、命に関わる傷が見つかったとする。
c603-1	1.000	そこから先の道は、二つしかない。	そこから先の道は2つしかない。	そこから先の道は、二つしかない。
c603-2	1.000	一つは、もう1機を打ち上げて迎えに行く。	一つはもう一機を打ち上げて迎えに行く。	一つは、もう1機を打ち上げて迎えに行く。
c603-3	0.923	二つは、軌道の上で、あるものだけで穴をふさぐ。	二つは軌道の上であるものだけで穴を塞ぐ。	二つは、軌道の上で、あるものだけで穴をふさぐ。
c604-1	1.000	どちらにも、期限がある。	どちらにも期限がある。	どちらにも、期限がある。
c604-2	1.000	決めたのは、吐いた息の二酸化炭素を吸い取る薬の缶だった。	決めたのは吐いた息の二酸化炭素を吸い取る薬の缶だった。	決めたのは、吐いた息の二酸化炭素を吸い取る薬の缶だった。
c605-1	0.977	活動と睡眠を切り詰めれば、飛行30日目まで持つ。	活動と睡眠を切り詰めれば飛行三十日目まで持つ。	活動と睡眠を切り詰めれば、飛行30日目まで持つ。
c605-2	1.000	2月15日の朝である。次に厳しい酸素でも、31日目だった。	2月15日の朝である。次に厳しい酸素でも31日目だった。	2月15日の朝である。次に厳しい酸素でも、31日目だった。
c606-1	1.000	迎えに行く機体は、アトランティス号と決まっていた。	迎えに行く機体はアトランティス号と決まっていた。	迎えに行く機体は、アトランティス号と決まっていた。
c606-2	1.000	飛行4日目の時点で、整備棟に立ち、主エンジンは取り付け済み。	飛行四日目の時点で整備棟に立ち、主エンジンは取り付け済み。	飛行4日目の時点で、整備棟に立ち、主エンジンは取り付け済み。
c607-1	1.000	本来の打ち上げは3月1日で、41日先だった。	本来の打ち上げは三月一日で四十一日先だった。	本来の打ち上げは3月1日で、41日先だった。
c607-2	0.960	それを2月10日まで、つまり22日に詰める段取りになる。	それを二月十日まで、つまり二十二日に詰める段取りになる。	それを2月10日まで、つまり22日に詰める段取りになる。
c608-1	0.962	24時間3交代、週7日で働けば、2月10日までに準備は整う。	二十四時間三交代、週七日で働けば二月十日までに準備は整う。	24時間3交代、週7日で働けば、2月10日までに準備は整う。
c608-2	0.941	しかも、必要な試験はひとつも省かない前提での日付である。	しかも必要な試験は一つも省かない前提での日付である。	しかも、必要な試験はひとつも省かない前提での日付である。
c609-1	0.927	打ち上げの支度と秒読みが滞りなく進めば、	打ち上げの支度と秒読みが滞りなく進めば、どっち	打ち上げの支度と秒読みが滞りなく進めば、
c609-2	0.939	2月10日から15日までの5日間が、合流できる窓になる。	二月十日から十五日までの五日間が合流できる窓になる。	2月10日から15日までの5日間が、合流できる窓になる。
c610-1	1.000	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。	アトランティス号は四人で上がる。船長、操縦士、船外活動が二人。	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。
c610-2	1.000	宇宙服を着た7人が、船外活動で乗り移る。	宇宙服を着た七人が船外活動で乗り移る。	宇宙服を着た7人が、船外活動でのりうつる。
c611-1	1.000	帰りは、操縦席に4人、中央の甲板に7人が乗る。	帰りは操縦席に四人、中央の甲板に七人が乗る。	帰りは、操縦席に4人、中央の甲板に7人が乗る。
c611-2	1.000	空になったコロンビア号は、無人で太平洋へ落とす。	空になったコロンビア号は無人で太平洋へ落とす。	空になったコロンビア号は、無人で太平洋へ落とす。
c612-1	1.000	この筋書きを、NASAの検討班はどう評価したか。	この筋書きをNASAの検討班はどう評価したか。	この筋書きを、NASAの検討班はどう評価したか。
c612-2	1.000	困難だが、実行可能だった	困難だが実行可能だった。	困難だが、実行可能だった
c613-1	1.000	ただし、成り立つ条件が三つある。	ただし、成り立つ条件が三つある。	ただし、成り立つ条件が三つある。
c613-2	1.000	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。	一つ、飛行七日目より前に命に関わる傷だと断定できていること。	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。
c613-3	1.000	二つ。整備が無事故であること。三つ。秒読みが完璧であること。	二つ、整備が無事故であること。三つ、秒読みが完璧であること。	二つ。整備が無事故であること。三つ。秒読みが完璧であること。
c614-1	1.000	もう一つの道は、軌道の上で自分たちで直す案である。	もう一つの道は軌道の上で自分たちで直す案である。	もう一つの道は、軌道の上で自分たちで直す案である。
c614-2	0.951	約15センチ（6インチ）の穴が開いていると仮定して組み立てられた。	約十五センチ、六インチの穴が開いていると仮定して組み立てられた。	約15センチ（6インチ）の穴が開いていると仮定して組み立てられた。
c615-1	0.889	塞ぐ材料は、重い金属の工具、チタンの小片。	操る材料は重い金属の工具、チタンの小片。	ふさぐ材料は、重い金属の工具、チタンの しょうへん。
c615-2	1.000	これらは、翼の骨組みを守るために詰める。	これらは翼の骨組みを守るために詰める。	これらは、翼の骨組みを守るために詰める。
c616-1	1.000	押さえるのは、宇宙の寒さで凍らせた水の袋だった。	押さえるのは宇宙の寒さで凍らせた水の袋だった。	押さえるのは、宇宙の寒さで凍らせた水の袋だった。
c616-2	0.933	氷と金属で前のふちの形を戻し、空気の乱れを抑える。	氷と金属で前の縁の形を戻し、空気の乱れを抑える。	氷と金属で前のふちの形を戻し、空気の乱れを抑える。
c617-1	0.882	この修理が、降下の熱に耐えるかどうか。	この修理が効果の熱に耐えるかどうか。	この修理が、降下の熱に耐えるかどうか。
c617-2	1.000	NASAは確かめられなかった。	NASAは確かめられなかった。	NASA は確かめられなかった。
c617-3	1.000	だから修理案は「高リスク」と評価されている。	だから修理案は高リスクと評価されている。	だから修理案は「高リスク」と評価されている。
c618-1	0.902	生きて帰せる見込みは、迎えに行く案のほうがはるかに高い。	生きて帰する見込みは迎えに行く案の方がはるかに高い。	生きて帰せる見込みは、迎えに行く案のほうがはるかに高い。
c618-2	1.000	検討班は、そう結論した。	検討班はそう結論した。	検討班は、そう結論した。
c619-1	1.000	着陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。	着陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。	ちゃくりくで翼が壊れると読めた場合は、乗員は脱出する前提だった。
c619-2	0.967	荷物の一部を投げ捨て、左の翼が熱くなりにくい降り方も検討された。	荷物の一部を投げ捨て、左の翼が熱くなりにくい折り方も検討された。	荷物の一部を投げ捨て、左の翼が熱くなりにくい おりかたも検討された。
c620-1	1.000	「7日目より前に断定できていれば、窓が生まれたかもしれない」。	七日目より前に断定できていれば窓が生まれたかもしれない。	「7日目より前に断定できていれば、窓が生まれたかもしれない」。
c620-2	1.000	助けられたはずだ、とは書いていない。	助けられたはずだとは書いていない。	助けられたはずだ、とは書いていない。
c621-1	1.000	なぜそこまで細かく計算させたのか。	なぜそこまで細かく計算させたのか。	なぜそこまで細かく計算させたのか。
c621-2	1.000	助けられたかどうかを、言い当てたかったからではない。	助けられたかどうかを言い当てたかったからではない。	助けられたかどうかを、言い当てたかったからではない。
c622-1	1.000	傷が見つかったところで、どうせ何もできない。	傷が見つかったところでどうせ何もできない。	傷が見つかったところで、どうせ何もできない。
c622-2	1.000	飛行中、多くの人がそう考えていた。	飛行中、多くの人がそう考えていた。	飛行中、多くの人がそう考えていた。
c623-1	0.909	緊急のときに備えた計画は、単純なものすら作られていなかった。	緊急の時に備えた計画が単純なものすら作られていなかった。	緊急のときに備えた計画は、単純なものすら作られていなかった。
c623-2	1.000	だから「何もできない」は、確かめた結果ではない。	だから何もできないは確かめた結果ではない。	だから「何もできない」は、確かめた結果ではない。
c624-1	1.000	委員会が問い直したのは、その思い込みである。	委員会が問い直したのはその思い込みである。	委員会が問い直したのは、その思い込みである。
c624-2	1.000	調べもせずに、何もできないと信じた	調べもせずに何もできないと信じた。	調べもせずに、何もできないと信じた
c701-1	1.000	ここからは、実際に起きたことである。2003年2月1日。	ここからは実際に起きたことである。 2003年2月1日	ここからは、実際に起きたことである。2003年2月1日。
c701-2	0.939	午前2時30分、再突入と着陸を受け持つ班が席についた。	午前二時三十分、再突入と着陸を受け持つ班が席に着いた。	午前2時30分、再突入と着陸を受け持つ班が席についた。
c702-1	0.857	午前8時10分、地上から「降りてよい」と伝えられる。	午前八時十分、侍従から降りてよいと伝えられる。	午前8時10分、ちじょうから「降りてよい」と伝えられる。
c702-2	0.963	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。	八時十五分三十秒、軌道を離れる噴射が始まった。二分三十八秒続く。	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c703-1	0.864	そのときの高さは約280キロ。インド洋の上だった。	その時の高さが約二百八十キロ、インド洋の上だった。	そのときの高さは約280キロ。インド洋の上だった。
c703-2	0.963	255周目である。乗員は、地上の1割ほどの重さを感じていた。	二百五十五週目である。乗員は地上の 一割ほどの重さを感じていた。	ニヒャクゴジュウゴ周目である。乗員は、地上の1割ほどの重さを感じていた。
c704-1	0.933	8時44分09秒、大気圏に入った。	八時四十四分零九秒、大気圏に入った。	8時44分09秒、大気圏に入った。
c704-2	0.926	高さは約122キロメートル（40万フィート）。太平洋の上である。	高さは約百二十二キロメートル、四十万フィート。太平洋の上である。	高さは約122キロメートル（40万フィート）。太平洋の上である。
