scene	decision	chosen	takes	flags	text
pr06-2	unsure	1	3	take1: 末尾に余計な音: 140ms の無音 → 100ms の音（3.74秒地点・振幅7825＝本文の1.0倍） || take2: 末尾に余計な音: 130ms の無音 → 130ms の音（3.15秒地点・振幅8157＝本文の1.0倍） || take3: 末尾に余計な音: 130ms の無音 → 130ms の音（3.47秒地点・振幅8886＝本文の1.1倍）	その線が、たんし台に奥まで入っていなかった。
pr09-2	clean	3	3	take1: 末尾に余計な音: 130ms の無音 → 160ms の音（4.51秒地点・振幅10888＝本文の1.3倍） || take2: 末尾に余計な音: 130ms の無音 → 170ms の音（4.87秒地点・振幅9253＝本文の1.0倍） || take3: clean	この橋には、がいこう船が当たったときに崩れないための備えが無かった。
c316-2	unsure	1	3	take1: 末尾に余計な音: 80ms の無音 → 130ms の音（5.07秒地点・振幅6882＝本文の0.9倍） || take2: 末尾に余計な音: 100ms の無音 → 180ms の音（4.94秒地点・振幅14894＝本文の1.7倍） || take3: 末尾に余計な音: 130ms の無音 → 160ms の音（5.60秒地点・振幅6919＝本文の1.0倍）	橋を抜けるまで船首に1人置け、というみずさき人の指示だった。
c601-1	unsure	1	3	take1: 末尾に余計な音: 90ms の無音 → 120ms の音（5.08秒地点・振幅13879＝本文の1.6倍） || take2: 末尾に余計な音: 110ms の無音 → 160ms の音（5.15秒地点・振幅11927＝本文の1.4倍） || take3: 末尾に余計な音: 100ms の無音 → 170ms の音（5.11秒地点・振幅10063＝本文の1.2倍）	船首のうげんが当たったのは、17番橋脚の北西の柱だった。
c912-1	real	1	3	take1: 末尾に余計な音: 120ms の無音 → 170ms の音（6.15秒地点・振幅15029＝本文の1.6倍） || take2: 末尾に余計な音: 90ms の無音 → 160ms の音（6.40秒地点・振幅10791＝本文の1.1倍） || take3: 末尾に余計な音: 120ms の無音 → 170ms の音（6.39秒地点・振幅9361＝本文の1.1倍）	積んでいたよんせんろっぴゃくななじゅうきゅう個のコンテナのうち、56個が危険物だった。
c316-1	unsure	1	3	take1: 末尾に余計な音: 170ms の無音 → 160ms の音（3.20秒地点・振幅14728＝本文の1.8倍） || take2: 末尾に余計な音: 150ms の無音 → 160ms の音（2.72秒地点・振幅9177＝本文の1.0倍） || take3: 末尾に余計な音: 130ms の無音 → 190ms の音（2.69秒地点・振幅9175＝本文の1.1倍）	せんしゅにはかんぱん長が1人残った。
c316-2	clean	3	3	take1: 末尾に余計な音: 80ms の無音 → 140ms の音（5.11秒地点・振幅10293＝本文の1.2倍） || take2: 末尾に余計な音: 120ms の無音 → 220ms の音（5.22秒地点・振幅9492＝本文の1.1倍） || take3: clean	はしを抜けるまで船首に1人置け、というみずさき人の指示だった。
c316-1	unsure	1	3	take1: 末尾に余計な音: 140ms の無音 → 170ms の音（2.47秒地点・振幅15018＝本文の1.5倍） || take2: 末尾に余計な音: 160ms の無音 → 170ms の音（2.94秒地点・振幅12624＝本文の1.4倍） || take3: 末尾に余計な音: 140ms の無音 → 220ms の音（2.58秒地点・振幅14772＝本文の1.9倍）	船首にはかんぱんちょうが1人残った。
c316-2	clean	3	3	take1: 末尾に余計な音: 90ms の無音 → 130ms の音（5.07秒地点・振幅8267＝本文の1.0倍） || take2: 末尾に余計な音: 110ms の無音 → 140ms の音（5.46秒地点・振幅12427＝本文の1.3倍） || take3: clean	はしを抜けるまで船首に1人置け、というみずさきにんの指示だった。
pr05-1	clean	2	2	take1: 途中に浮いた音: 180ms（1.85秒地点・振幅16904＝本文の1.7倍／前140ms・後100ms の無音） || take2: clean	調べたのは、アメリカの国家運輸安全委員会。略称エヌティーエスビー。
c102-2	unsure	1	3	take1: 途中に浮いた音: 170ms（3.14秒地点・振幅19825＝本文の1.9倍／前180ms・後170ms の無音）; 途中に浮いた音: 220ms（3.48秒地点・振幅22733＝本文の2.1倍／前170ms・後170ms の無音） || take2: 途中に浮いた音: 170ms（2.89秒地点・振幅17319＝本文の1.8倍／前90ms・後140ms の無音）; 途中に浮いた音: 180ms（3.20秒地点・振幅26379＝本文の2.8倍／前140ms・後170ms の無音） || take3: 末尾に余計な音: 90ms の無音 → 220ms の音（3.89秒地点・振幅8975＝本文の1.0倍）; 途中に浮いた音: 160ms（2.73秒地点・振幅18025＝本文の1.9倍／前150ms・後150ms の無音）	崩れたのは、その47年と3日あとだった。
c307-2	real	1	3	take1: 末尾に余計な音: 90ms の無音 → 160ms の音（10.00秒地点・振幅11417＝本文の1.5倍） || take2: 末尾に余計な音: 110ms の無音 → 170ms の音（8.79秒地点・振幅14100＝本文の1.7倍） || take3: 末尾に余計な音: 110ms の無音 → 140ms の音（9.81秒地点・振幅12490＝本文の1.5倍）	喫水、つまり水に沈む深さは12.15メートル。重さは11万2383トンだった。
c307-2	clean	2	2	take1: 末尾に余計な音: 130ms の無音 → 220ms の音（9.20秒地点・振幅12300＝本文の1.5倍） || take2: clean	喫水、つまり水に沈む深さは12.15メートル。重さは11万2383トンだった。
c313-3	unsure	1	3	take1: 末尾に余計な音: 160ms の無音 → 240ms の音（2.44秒地点・振幅18068＝本文の1.7倍） || take2: 末尾に余計な音: 130ms の無音 → 170ms の音（2.43秒地点・振幅18081＝本文の1.9倍） || take3: 末尾に余計な音: 120ms の無音 → 210ms の音（2.46秒地点・振幅10165＝本文の1.2倍）	たんし台は、船に数千個あった
c313-3	clean	3	3	take1: 末尾に余計な音: 120ms の無音 → 210ms の音（2.39秒地点・振幅13363＝本文の1.3倍） || take2: 末尾に余計な音: 120ms の無音 → 240ms の音（2.40秒地点・振幅16465＝本文の1.6倍） || take3: clean	たんし台は、船に数千個あった
c313-3	unsure	1	3	take1: 末尾に余計な音: 160ms の無音 → 140ms の音（2.69秒地点・振幅16772＝本文の1.7倍） || take2: 末尾に余計な音: 160ms の無音 → 140ms の音（2.90秒地点・振幅25593＝本文の2.4倍） || take3: 末尾に余計な音: 120ms の無音 → 190ms の音（2.45秒地点・振幅24985＝本文の1.9倍）	たんし台は、船に数千個あった
c415-2	clean	3	3	take1: 途中に浮いた音: 180ms（0.81秒地点・振幅28973＝本文の4.2倍／前130ms・後120ms の無音） || take2: 途中に浮いた音: 170ms（0.81秒地点・振幅27805＝本文の5.4倍／前160ms・後130ms の無音） || take3: clean	速力8.5ノットで近づいていた。
c421-2	clean	2	2	take1: 途中に浮いた音: 180ms（3.67秒地点・振幅27205＝本文の2.7倍／前130ms・後160ms の無音） || take2: clean	上級水先人が、さげんの錨を投げよと命じる。
c424-2	real	1	3	take1: 末尾に余計な音: 130ms の無音 → 150ms の音（1.75秒地点・振幅12294＝本文の1.6倍） || take2: 末尾に余計な音: 120ms の無音 → 130ms の音（1.87秒地点・振幅11206＝本文の1.5倍） || take3: 末尾に余計な音: 120ms の無音 → 140ms の音（1.85秒地点・振幅10365＝本文の1.6倍）	速力7.5ノット。
c424-2	clean	2	2	take1: 末尾に余計な音: 100ms の無音 → 210ms の音（1.95秒地点・振幅14584＝本文の2.6倍） || take2: clean	速力7.5ノット。
c504-2	real	1	3	take1: 途中に浮いた音: 210ms（1.62秒地点・振幅16652＝本文の1.6倍／前130ms・後140ms の無音） || take2: 途中に浮いた音: 200ms（1.60秒地点・振幅12960＝本文の1.4倍／前140ms・後100ms の無音） || take3: 途中に浮いた音: 200ms（1.57秒地点・振幅21409＝本文の2.2倍／前140ms・後130ms の無音）	このあと、橋に入った一般の車は1台も無い。
c505-2	clean	2	2	take1: 末尾に余計な音: 90ms の無音 → 220ms の音（7.00秒地点・振幅12154＝本文の1.6倍） || take2: clean	みずさきにんと配車係と州交通局の素早さが、より大きな人命の損失を防いだ、と。
c601-1	unsure	1	3	take1: 末尾に余計な音: 110ms の無音 → 110ms の音（5.12秒地点・振幅10523＝本文の1.1倍） || take2: 末尾に余計な音: 100ms の無音 → 220ms の音（4.98秒地点・振幅10182＝本文の1.2倍） || take3: 末尾に余計な音: 120ms の無音 → 120ms の音（4.80秒地点・振幅8664＝本文の1.0倍）	船首のうげんが当たったのは、17番橋脚の北西の柱だった。
c615-2	clean	2	2	take1: 末尾に余計な音: 100ms の無音 → 240ms の音（4.86秒地点・振幅14420＝本文の1.7倍） || take2: clean	寄与要因に挙がったのも、船が橋脚に届いたときの備えの がわだった。
c709-1	clean	2	2	take1: 途中に浮いた音: 220ms（0.92秒地点・振幅21285＝本文の2.5倍／前110ms・後500ms の無音） || take2: clean	4月24日、造船所の技術者が電力解析器を2台取り付けた。
c714-1	unsure	1	3	take1: 途中に浮いた音: 240ms（4.00秒地点・振幅11903＝本文の1.6倍／前100ms・後630ms の無音） || take2: 途中に浮いた音: 200ms（4.10秒地点・振幅10217＝本文の1.3倍／前140ms・後830ms の無音） || take3: 途中に浮いた音: 190ms（3.96秒地点・振幅10994＝本文の1.2倍／前120ms・後800ms の無音）	技術者が調べると、途中の接点はどれも正常だった。それなのに、
c725-3	unsure	1	3	take1: 末尾に余計な音: 130ms の無音 → 120ms の音（2.68秒地点・振幅13157＝本文の1.3倍） || take2: 末尾に余計な音: 130ms の無音 → 140ms の音（2.84秒地点・振幅13208＝本文の1.7倍） || take3: 末尾に余計な音: 130ms の無音 → 130ms の音（2.59秒地点・振幅12190＝本文の1.5倍）	帯が、線を奥まで入れさせなかった
c813-1	clean	2	2	take1: 末尾に余計な音: 90ms の無音 → 140ms の音（6.07秒地点・振幅9513＝本文の1.2倍） || take2: clean	キー橋は1977年の橋なので、州交通局に義務は無かった。
c824-2	clean	2	2	take1: 末尾に余計な音: 90ms の無音 → 110ms の音（4.45秒地点・振幅10126＝本文の1.1倍） || take2: clean	キー橋には、危険なときに車を橋に入れないための装置が無かった。
ca12-2	clean	2	2	take1: 途中に浮いた音: 170ms（1.07秒地点・振幅14198＝本文の1.8倍／前80ms・後110ms の無音） || take2: clean	寄与要因は3つ。橋に近すぎたこと。橋の がわに備えが無かったこと。
c427-3	clean	2	2	take1: 末尾に余計な音: 120ms の無音 → 160ms の音（6.39秒地点・振幅8072＝本文の1.2倍） || take2: clean	1時29分 09秒。船首のうげんが、17番橋脚に当たった。
c427-3	unsure	1	3	take1: 末尾に余計な音: 100ms の無音 → 170ms の音（5.91秒地点・振幅10240＝本文の1.1倍） || take2: 末尾に余計な音: 80ms の無音 → 190ms の音（6.41秒地点・振幅10224＝本文の1.1倍） || take3: 末尾に余計な音: 80ms の無音 → 180ms の音（6.49秒地点・振幅15509＝本文の1.7倍）	1時29分 キュウびょう。船首のうげんが、17番橋脚に当たった。
c424-2	clean	3	3	take1: 末尾に余計な音: 160ms の無音 → 220ms の音（1.94秒地点・振幅14965＝本文の1.7倍） || take2: 末尾に余計な音: 150ms の無音 → 130ms の音（2.07秒地点・振幅15874＝本文の1.9倍） || take3: clean	そくりょく7.5ノット。
