行	型	該当	本文
c422-2	同形異音語（一般）	目	3号機と4号機が母線から切り離され、高圧も低圧も落ちる。二度目の停電である。
c422-2	§6の語（キー橋）	母線	3号機と4号機が母線から切り離され、高圧も低圧も落ちる。二度目の停電である。
c423-1	文頭の数字	1	1時27分36秒。電気技師が、もう一組の遮断器を手で閉じた。
c423-1	数詞＋助数詞	1時	1時27分36秒。電気技師が、もう一組の遮断器を手で閉じた。
c423-1	数詞＋助数詞	27分	1時27分36秒。電気技師が、もう一組の遮断器を手で閉じた。
c423-1	数詞＋助数詞	36秒	1時27分36秒。電気技師が、もう一組の遮断器を手で閉じた。
c423-1	§6の語（キー橋）	遮断器	1時27分36秒。電気技師が、もう一組の遮断器を手で閉じた。
c423-2	§6の語（キー橋）	主機	低圧が戻る。それでも主機関は止まったままである。
c424-1	文頭の数字	1	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-1	数詞＋助数詞	1時	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-1	数詞＋助数詞	27分	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-1	数詞＋助数詞	46秒	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-1	数詞＋助数詞	939フィート	1時27分46秒。橋まで939フィート。船の長さ1隻ぶんを切った。
c424-2	小数	7.5	速力7.5ノット。
c425-1	同形異音語（一般）	人	上級水先人が、船首スラスターを左いっぱいと命じる。
c425-1	§6の語（キー橋）	水先	上級水先人が、船首スラスターを左いっぱいと命じる。
c426-1	文頭の数字	1	1時27分55秒。船首から甲板長の報告が返る。
c426-1	数詞＋助数詞	1時	1時27分55秒。船首から甲板長の報告が返る。
c426-1	数詞＋助数詞	27分	1時27分55秒。船首から甲板長の報告が返る。
c426-1	数詞＋助数詞	55秒	1時27分55秒。船首から甲板長の報告が返る。
c426-2	§6の語（キー橋）	錨	錨のブレーキが、開かなかった
c427-1	文頭の数字	1	1時28分10秒、船首が航路の外へ出て、泥に乗り上げはじめる。
c427-1	同形異音語（一般）	上	1時28分10秒、船首が航路の外へ出て、泥に乗り上げはじめる。
c427-1	数詞＋助数詞	1時	1時28分10秒、船首が航路の外へ出て、泥に乗り上げはじめる。
c427-1	数詞＋助数詞	28分	1時28分10秒、船首が航路の外へ出て、泥に乗り上げはじめる。
c427-1	数詞＋助数詞	10秒	1時28分10秒、船首が航路の外へ出て、泥に乗り上げはじめる。
c427-2	文頭の数字	1	1時28分42秒、甲板長が手でブレーキを外し、錨が落ちた。
c427-2	数詞＋助数詞	1時	1時28分42秒、甲板長が手でブレーキを外し、錨が落ちた。
c427-2	数詞＋助数詞	28分	1時28分42秒、甲板長が手でブレーキを外し、錨が落ちた。
c427-2	数詞＋助数詞	42秒	1時28分42秒、甲板長が手でブレーキを外し、錨が落ちた。
c427-2	§6の語（キー橋）	錨	1時28分42秒、甲板長が手でブレーキを外し、錨が落ちた。
c427-3	文頭の数字	1	1時29分09秒。船首の右舷が、17番橋脚に当たった。
c427-3	数詞＋助数詞	1時	1時29分09秒。船首の右舷が、17番橋脚に当たった。
c427-3	数詞＋助数詞	29分	1時29分09秒。船首の右舷が、17番橋脚に当たった。
c427-3	数詞＋助数詞	09秒	1時29分09秒。船首の右舷が、17番橋脚に当たった。
c501-1	数詞＋助数詞	1分	時計を、1分16秒だけ戻す。
c501-1	数詞＋助数詞	16秒	時計を、1分16秒だけ戻す。
c501-2	文頭の数字	1	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c501-2	数詞＋助数詞	1時	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c501-2	数詞＋助数詞	27分	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c501-2	数詞＋助数詞	53秒	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c501-2	§6の語（SL-1）	当直	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c501-2	§6の語（キー橋）	州交通局	1時27分53秒。州交通局の当直が、橋の両端の警官に指示を出した。
c502-2	同形異音語（一般）	人	警官2人は、工事のために元からそこにいた。
c502-2	同形異音語（一般）	事	警官2人は、工事のために元からそこにいた。
c502-2	数詞＋助数詞	2人	警官2人は、工事のために元からそこにいた。
c503-1	文頭の数字	1	1時28分21秒。北端の警官が車を横向きに動かし、南行きの2車線を塞いだ。
c503-1	数詞＋助数詞	1時	1時28分21秒。北端の警官が車を横向きに動かし、南行きの2車線を塞いだ。
c503-1	数詞＋助数詞	28分	1時28分21秒。北端の警官が車を横向きに動かし、南行きの2車線を塞いだ。
c503-1	数詞＋助数詞	21秒	1時28分21秒。北端の警官が車を横向きに動かし、南行きの2車線を塞いだ。
c504-1	数詞＋助数詞	48秒	船が当たるまで、あと48秒。
c505-2	同形異音語（一般）	人	水先人と配車係と州交通局の素早さが、より大きな人命の損失を防いだ、と。
c505-2	§6の語（キー橋）	水先	水先人と配車係と州交通局の素早さが、より大きな人命の損失を防いだ、と。
c505-2	§6の語（キー橋）	州交通局	水先人と配車係と州交通局の素早さが、より大きな人命の損失を防いだ、と。
c506-1	同形異音語（一般）	上	ほぼ同じころ、当直は北端の警官に、橋の上の補修班のことを尋ねている。
c506-1	§6の語（SL-1）	当直	ほぼ同じころ、当直は北端の警官に、橋の上の補修班のことを尋ねている。
c507-1	数詞＋助数詞	1人	もう1人来て自分と交代したら、橋に乗り入れて知らせに行く。
c509-1	同形異音語（実績）	話	ここで、番号の話に戻る。
c510-2	同形異音語（実績）	話	警官は、点検員に電話をかけなかった
c511-2	同形異音語（一般）	上	警官と、橋の上の作業員や点検員のあいだに、即時の連絡の取り決めは無かった。
c512-1	同形異音語（実績）	間	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-1	同形異音語（実績）	間	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-1	同形異音語（一般）	人	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-1	数詞＋助数詞	7人	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-1	§6の語（キー橋）	径間	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-1	§6の語（キー橋）	径間	そのとき、7人は第18径間と第20径間の車の中で休んでいた。
c512-2	同形異音語（実績）	間	点検員は第22径間を歩いていた。
c512-2	§6の語（キー橋）	径間	点検員は第22径間を歩いていた。
c513-1	同形異音語（実績）	間	崩れなかった径間のうち、いちばん近いのは第16径間だった。
c513-1	同形異音語（実績）	間	崩れなかった径間のうち、いちばん近いのは第16径間だった。
c513-1	§6の語（キー橋）	径間	崩れなかった径間のうち、いちばん近いのは第16径間だった。
c513-1	§6の語（キー橋）	径間	崩れなかった径間のうち、いちばん近いのは第16径間だった。
c513-2	同形異音語（一般）	人	本人たちは知らなかった、と報告書は書いている。
c514-1	同形異音語（実績）	間	第20径間のいちばん北の車から、およそ892メートル。
c514-1	数詞＋助数詞	892メートル	第20径間のいちばん北の車から、およそ892メートル。
c514-1	§6の語（キー橋）	径間	第20径間のいちばん北の車から、およそ892メートル。
c514-2	同形異音語（実績）	間	第18径間の4台からは、およそ516メートルである。
c514-2	数詞＋助数詞	516メートル	第18径間の4台からは、およそ516メートルである。
c514-2	§6の語（キー橋）	径間	第18径間の4台からは、およそ516メートルである。
c516-1	§6の語（キー橋）	発電機	車は全部が南を向いていた。発電機を引いているものもある。
c517-2	同形異音語（実績）	間	北へ走った。第23径間まで抜けたところで、歩いていた径間が落ちた。
c517-2	同形異音語（実績）	間	北へ走った。第23径間まで抜けたところで、歩いていた径間が落ちた。
c517-2	§6の語（キー橋）	径間	北へ走った。第23径間まで抜けたところで、歩いていた径間が落ちた。
c517-2	§6の語（キー橋）	径間	北へ走った。第23径間まで抜けたところで、歩いていた径間が落ちた。
c518-1	同形異音語（一般）	事	点検員は州の運用センターに崩落を伝え、無事に橋の北の端へ着いた。
c518-2	同形異音語（一般）	人	そこで警官2人と落ち合っている。
c518-2	数詞＋助数詞	2人	そこで警官2人と落ち合っている。
c519-1	文頭の数字	7	7人は、径間とともに川へ落ちた。
c519-1	同形異音語（実績）	間	7人は、径間とともに川へ落ちた。
c519-1	同形異音語（一般）	人	7人は、径間とともに川へ落ちた。
c519-1	数詞＋助数詞	7人	7人は、径間とともに川へ落ちた。
c519-1	§6の語（キー橋）	径間	7人は、径間とともに川へ落ちた。
c519-2	文頭の数字	1	1人が車の開いた窓から抜け出し、近くの残骸まで泳いだ。
c519-2	同形異音語（一般）	人	1人が車の開いた窓から抜け出し、近くの残骸まで泳いだ。
c519-2	数詞＋助数詞	1人	1人が車の開いた窓から抜け出し、近くの残骸まで泳いだ。
c520-1	文頭の数字	1	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-1	同形異音語（一般）	人	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-1	数詞＋助数詞	1時	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-1	数詞＋助数詞	55分	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-1	数詞＋助数詞	1人	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-1	§6の語（キー橋）	州交通局	1時55分。州交通局警察の艇が、20番橋脚の近くでその1人を見つけた。
c520-2	同形異音語（一般）	生	重傷を負っていたが、生きていた。
c521-3	同形異音語（実績）	間	崩れない径間まで、行けたかもしれない
c521-3	§6の語（キー橋）	径間	崩れない径間まで、行けたかもしれない
c522-1	同形異音語（一般）	人	個人どうしで携帯の番号を交換していただけでは、有効ではなかった。
c601-2	同形異音語（一般）	上	当たった高さは、水面から20フィートほど上である。
c601-2	数詞＋助数詞	20フィート	当たった高さは、水面から20フィートほど上である。
c602-2	数詞＋助数詞	4倍	橋脚の耐力の、4倍を超えた
c603-1	§6の語（キー橋）	キップ	耐力の値は5509キップ。1キップは1000ポンドだから、
c603-1	§6の語（キー橋）	キップ	耐力の値は5509キップ。1キップは1000ポンドだから、
c604-1	文頭の数字	1	17番橋脚は、4本の柱を梁でつないだ形の橋脚である。
c604-1	数詞＋助数詞	4本	17番橋脚は、4本の柱を梁でつないだ形の橋脚である。
c604-2	数詞＋助数詞	2本	報告書は、そのうち2本が耐力を超えて壊れた、と書いている。
c605-1	文頭の数字	1	1時29分22秒。
c605-1	数詞＋助数詞	1時	1時29分22秒。
c605-1	数詞＋助数詞	29分	1時29分22秒。
c605-1	数詞＋助数詞	22秒	1時29分22秒。
c605-2	数詞＋助数詞	13秒	接触から13秒で、橋脚が崩れた
c606-1	同形異音語（実績）	間	続いて、中央の3径間が落ちた。
c606-1	§6の語（キー橋）	径間	続いて、中央の3径間が落ちた。
c606-2	同形異音語（実績）	側	北側でも、橋脚3基と径間3つが続けて落ちている。
c606-2	同形異音語（実績）	間	北側でも、橋脚3基と径間3つが続けて落ちている。
c606-2	数詞＋助数詞	3つ	北側でも、橋脚3基と径間3つが続けて落ちている。
c606-2	§6の語（キー橋）	径間	北側でも、橋脚3基と径間3つが続けて落ちている。
c607-1	同形異音語（一般）	上	落ちた橋桁は、川へ、そして船の船首の上へ落ちた。
c607-2	同形異音語（一般）	人	船首にいた甲板員1人が、逃げる途中で軽いけがを負っている。
c607-2	数詞＋助数詞	1人	船首にいた甲板員1人が、逃げる途中で軽いけがを負っている。
c608-2	数詞＋助数詞	1本	橋の骨組みが、1本壊れれば落ちる造りだったからではないか。
c609-1	§6の語（キー橋）	非冗長	第1章で置いた、非冗長鋼引張部材である。
c609-2	同形異音語（実績）	間	キー橋の川の上の3径間は、たしかにその部材で組まれていた。
c609-2	同形異音語（一般）	上	キー橋の川の上の3径間は、たしかにその部材で組まれていた。
c609-2	§6の語（キー橋）	径間	キー橋の川の上の3径間は、たしかにその部材で組まれていた。
c610-1	数詞＋助数詞	24か月	だから24か月ごとに、手の届く距離での検査が義務づけられていた。
c610-2	数詞＋助数詞	2023年	最後の検査は2023年5月で、不具合は見つかっていない。
c610-2	数詞＋助数詞	5月	最後の検査は2023年5月で、不具合は見つかっていない。
c611-1	数詞＋助数詞	6つ	報告書は、この事故の要因ではなかったものを6つ挙げている。
c611-2	同形異音語（一般）	物	天候。乗員の資格。飲酒や薬物。燃料の質。前日の停泊中の停電。そして。
c611-2	同形異音語（一般）	日	天候。乗員の資格。飲酒や薬物。燃料の質。前日の停泊中の停電。そして。
c612-1	文頭の数字	6	6つ目が、その部材だった。
c612-1	同形異音語（一般）	目	6つ目が、その部材だった。
c612-1	数詞＋助数詞	6つ	6つ目が、その部材だった。
c614-2	文頭の数字	1	17番橋脚が崩れたとき、力の道筋の重要な部分が取り除かれた。
c615-1	同形異音語（実績）	側	つまり、骨組みの側は原因ではなかった。
c615-2	同形異音語（実績）	側	寄与要因に挙がったのも、船が橋脚に届いたときの備えの側だった。
c616-2	同形異音語（一般）	上	橋脚も、床版も、トラスも、船首と前の船倉の上に落ちた。
c617-2	§6の語（キー橋）	積荷	損害額は1800万ドルを超えている。積荷の損害は確定していない。
c618-1	同形異音語（一般）	人	人の被害は、亡くなった補修班6人、重傷1人。
c618-1	同形異音語（一般）	人	人の被害は、亡くなった補修班6人、重傷1人。
c618-1	同形異音語（一般）	人	人の被害は、亡くなった補修班6人、重傷1人。
c618-1	数詞＋助数詞	6人	人の被害は、亡くなった補修班6人、重傷1人。
c618-1	数詞＋助数詞	1人	人の被害は、亡くなった補修班6人、重傷1人。
c618-2	同形異音語（一般）	人	船の乗員が軽傷1人。点検員にけがは無かった。
c618-2	数詞＋助数詞	1人	船の乗員が軽傷1人。点検員にけがは無かった。
c619-1	同形異音語（一般）	日	捜索が生存者を探す段階を終えたのは、その日の午後8時27分。
c619-1	数詞＋助数詞	8時	捜索が生存者を探す段階を終えたのは、その日の午後8時27分。
c619-1	数詞＋助数詞	27分	捜索が生存者を探す段階を終えたのは、その日の午後8時27分。
c619-2	同形異音語（一般）	日	翌27日、沈んだ車の中から2人が見つかった。
c619-2	同形異音語（一般）	人	翌27日、沈んだ車の中から2人が見つかった。
c619-2	数詞＋助数詞	27日	翌27日、沈んだ車の中から2人が見つかった。
c619-2	数詞＋助数詞	2人	翌27日、沈んだ車の中から2人が見つかった。
c620-1	同形異音語（一般）	人	残る4人も、5月7日までに見つかっている。
c620-1	同形異音語（一般）	日	残る4人も、5月7日までに見つかっている。
c620-1	数詞＋助数詞	4人	残る4人も、5月7日までに見つかっている。
c620-1	数詞＋助数詞	5月	残る4人も、5月7日までに見つかっている。
c620-1	数詞＋助数詞	7日	残る4人も、5月7日までに見つかっている。
c620-2	文頭の数字	6	6人は全員、車の中で見つかった。
c620-2	同形異音語（一般）	人	6人は全員、車の中で見つかった。
c620-2	数詞＋助数詞	6人	6人は全員、車の中で見つかった。
c701-2	1モーラ語＋助詞	日で	調査員が乗り込んだのは、4月1日である。
c701-2	同形異音語（一般）	日	調査員が乗り込んだのは、4月1日である。
c701-2	数詞＋助数詞	4月	調査員が乗り込んだのは、4月1日である。
c701-2	数詞＋助数詞	1日	調査員が乗り込んだのは、4月1日である。
c702-1	数詞＋助数詞	1つ	目的は1つ。なぜ停電したのかを突き止めることだった。
c702-2	§6の語（キー橋）	協会	船主、運航会社、造船所、船籍国、船の検査機関である船級協会も加わった。
c703-1	同形異音語（一般）	日	まず、事故の日と同じ配電の形に戻すところから始めた。
c703-2	文頭の数字	1	1号の変圧器につながる、高圧の遮断器を閉じる。
c703-2	§6の語（キー橋）	変圧器	1号の変圧器につながる、高圧の遮断器を閉じる。
c703-2	§6の語（キー橋）	遮断器	1号の変圧器につながる、高圧の遮断器を閉じる。
c704-1	§6の語（キー橋）	遮断器	ところが、その遮断器は閉じなかった。
c704-2	同形異音語（一般）	家	造船所の遮断器の専門家を呼ぶことになった。
c704-2	§6の語（キー橋）	遮断器	造船所の遮断器の専門家を呼ぶことになった。
c705-1	文頭の数字	4	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-1	同形異音語（一般）	日	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-1	同形異音語（一般）	家	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-1	数詞＋助数詞	4月	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-1	数詞＋助数詞	10日	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-1	§6の語（キー橋）	遮断器	4月10日。専門家が来て試すと、遮断器は何度も正常に動いた。
c705-2	§6の語（キー橋）	変圧器	変圧器を切り替えたときだけ、警報が出て閉じなくなる。
c707-2	文頭の数字	1	1号の変圧器はつないだままにされた。停電がまた起きるかを見るためである。
c707-2	§6の語（キー橋）	変圧器	1号の変圧器はつないだままにされた。停電がまた起きるかを見るためである。
c708-1	文頭の数字	4	4月12日。前ぶれも警報も無く、低圧が落ちた。
c708-1	同形異音語（一般）	日	4月12日。前ぶれも警報も無く、低圧が落ちた。
c708-1	数詞＋助数詞	4月	4月12日。前ぶれも警報も無く、低圧が落ちた。
c708-1	数詞＋助数詞	12日	4月12日。前ぶれも警報も無く、低圧が落ちた。
c708-2	文頭の数字	3	3月26日の停電と、同じ形だった。
c708-2	同形異音語（一般）	日	3月26日の停電と、同じ形だった。
c708-2	数詞＋助数詞	3月	3月26日の停電と、同じ形だった。
c708-2	数詞＋助数詞	26日	3月26日の停電と、同じ形だった。
c709-1	文頭の数字	4	4月24日、造船所の技術者が電力解析器を2台取り付けた。
c709-1	同形異音語（一般）	日	4月24日、造船所の技術者が電力解析器を2台取り付けた。
c709-1	数詞＋助数詞	4月	4月24日、造船所の技術者が電力解析器を2台取り付けた。
c709-1	数詞＋助数詞	24日	4月24日、造船所の技術者が電力解析器を2台取り付けた。
c710-1	文頭の数字	4	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	同形異音語（一般）	日	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	数詞＋助数詞	4月	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	数詞＋助数詞	29日	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	数詞＋助数詞	6時	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	数詞＋助数詞	12分	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c710-1	§6の語（キー橋）	遮断器	4月29日、午前6時12分ごろ。また同じ遮断器が落ちた。
c711-1	§6の語（キー橋）	変圧器	解析器の記録は、故障が変圧器より上流にあることを示していた。
c711-2	§6の語（キー橋）	遮断器	調査は、その遮断器そのものへ向かう。
c712-1	§6の語（キー橋）	遮断器	この遮断器には、不足電圧引外し装置という部品が付いている。
c712-2	同形異音語（一般）	下	電圧が下がると遮断器を開く、安全のための装置である。
c712-2	§6の語（キー橋）	遮断器	電圧が下がると遮断器を開く、安全のための装置である。
c713-1	§6の語（キー橋）	遮断器	裏を返すと、遮断器が閉じたままでいるためには、
c715-1	数詞＋助数詞	1本	そこで、信号線を1本ずつ当たっていった。
c715-2	同形異音語（一般）	目	緩んだつなぎ目が1つ見つかる。ワゴ社の3口の端子台。番号は381。
c715-2	数詞＋助数詞	1つ	緩んだつなぎ目が1つ見つかる。ワゴ社の3口の端子台。番号は381。
c715-2	§6の語（キー橋）	ワゴ	緩んだつなぎ目が1つ見つかる。ワゴ社の3口の端子台。番号は381。
c716-1	§6の語（キー橋）	ワイヤーワン	報告書は、その端子台の右の線をワイヤーワン、左をワイヤースリーと呼ぶ。
c716-1	§6の語（キー橋）	ワイヤースリー	報告書は、その端子台の右の線をワイヤーワン、左をワイヤースリーと呼ぶ。
c716-2	§6の語（キー橋）	ワイヤーワン	ワイヤーワンを抜いて挿し直すと、装置に電気が戻った。
c717-1	§6の語（キー橋）	遮断器	遮断器は、設計どおりに閉じた。
c717-2	文頭の数字	1	1号の変圧器に電気が通り、低圧の母線が生き返った。
c717-2	同形異音語（一般）	生	1号の変圧器に電気が通り、低圧の母線が生き返った。
c717-2	§6の語（キー橋）	変圧器	1号の変圧器に電気が通り、低圧の母線が生き返った。
c717-2	§6の語（キー橋）	母線	1号の変圧器に電気が通り、低圧の母線が生き返った。
c718-2	同形異音語（一般）	日	遮断器が開き、船は停電した。3月26日と同じ形の、警報の出ない停電である。
c718-2	数詞＋助数詞	3月	遮断器が開き、船は停電した。3月26日と同じ形の、警報の出ない停電である。
c718-2	数詞＋助数詞	26日	遮断器が開き、船は停電した。3月26日と同じ形の、警報の出ない停電である。
c718-2	§6の語（キー橋）	遮断器	遮断器が開き、船は停電した。3月26日と同じ形の、警報の出ない停電である。
c719-1	§6の語（キー橋）	NTSB	ここで、NTSBは結論を出した。
c719-1	英字・記号	NTSB	ここで、NTSBは結論を出した。
c721-2	§6の語（キー橋）	遮断器	だから遮断器は、ときどき正常に動いた。
c722-1	同形異音語（実績）	方	しかもこの外れ方は、人が手で開いたのと同じ形をしている。
c722-1	同形異音語（一般）	人	しかもこの外れ方は、人が手で開いたのと同じ形をしている。
c723-2	数詞＋助数詞	1本	船を造るとき、配電盤の線には1本ずつ、ラベルの帯が巻かれていた。
c725-1	§6の語（キー橋）	ワイヤーワン	ワイヤーワンでは、その帯が、先の金具の青い襟まで覆っていた。
c726-2	同形異音語（実績）	方	ラベルの帯の付け方が悪く、端子台の信号線が緩み、停電した。
c726-3	§6の語（キー橋）	操舵	それが、橋の近くで推進と操舵を失わせた。
c801-1	数詞＋助数詞	2024年	キー橋に船が当たったのは、2024年が初めてではない。
c802-1	文頭の数字	1	1980年。日本船籍の390フィートのコンテナ船が、
c802-1	数詞＋助数詞	1980年	1980年。日本船籍の390フィートのコンテナ船が、
c802-1	数詞＋助数詞	390フィート	1980年。日本船籍の390フィートのコンテナ船が、
c802-2	§6の語（キー橋）	操舵	橋からおよそ600ヤードのところで操舵を失った。
c803-1	数詞＋助数詞	10分	船の名はブルー・ナゴヤ。重さはダリのおよそ10分の1である。
c803-1	§6の語（キー橋）	ブルー・ナゴヤ	船の名はブルー・ナゴヤ。重さはダリのおよそ10分の1である。
c803-1	§6の語（キー橋）	ダリ	船の名はブルー・ナゴヤ。重さはダリのおよそ10分の1である。
c803-1	§6の語（キー橋）	分の1	船の名はブルー・ナゴヤ。重さはダリのおよそ10分の1である。
c805-2	数詞＋助数詞	44年	同じ橋脚に、44年後、10倍の重さの船が当たることになる。
c805-2	数詞＋助数詞	10倍	同じ橋脚に、44年後、10倍の重さの船が当たることになる。
c806-1	数詞＋助数詞	47年	橋が架かってからの47年で、船は大きくなった。
c807-2	同形異音語（一般）	下	全米州道路交通運輸行政官協会。以下、協会と呼ぶ。
c807-2	§6の語（キー橋）	協会	全米州道路交通運輸行政官協会。以下、協会と呼ぶ。
c807-2	§6の語（キー橋）	協会	全米州道路交通運輸行政官協会。以下、協会と呼ぶ。
c808-1	数詞＋助数詞	1980年	出発点は1980年5月。フロリダの、サンシャイン・スカイウェイ橋。
c808-1	数詞＋助数詞	5月	出発点は1980年5月。フロリダの、サンシャイン・スカイウェイ橋。
c808-2	同形異音語（一般）	下	ばら積み船が当たり、橋桁がおよそ150フィート下の湾へ落ちた。
c808-2	数詞＋助数詞	150フィート	ばら積み船が当たり、橋桁がおよそ150フィート下の湾へ落ちた。
c809-2	文頭の数字	3	35人が亡くなった。
c809-2	同形異音語（一般）	人	35人が亡くなった。
c809-2	数詞＋助数詞	35人	35人が亡くなった。
c810-1	数詞＋助数詞	1991年	このときのNTSBの勧告から、1991年に協会の指針ができた。
c810-1	§6の語（キー橋）	NTSB	このときのNTSBの勧告から、1991年に協会の指針ができた。
c810-1	§6の語（キー橋）	協会	このときのNTSBの勧告から、1991年に協会の指針ができた。
c810-1	英字・記号	NTSB	このときのNTSBの勧告から、1991年に協会の指針ができた。
c810-2	文頭の数字	2	2009年に改訂されている。
c810-2	数詞＋助数詞	2009年	2009年に改訂されている。
c812-1	数詞＋助数詞	1991年	ただし、1991年より前に建った橋には、義務が無い。
c812-2	§6の語（キー橋）	協会	協会は、既設の橋についても計算するよう勧めた。あくまで推奨である。
c813-1	数詞＋助数詞	1977年	キー橋は1977年の橋なので、州交通局に義務は無かった。
c813-1	§6の語（キー橋）	州交通局	キー橋は1977年の橋なので、州交通局に義務は無かった。
c814-1	§6の語（キー橋）	州交通局	州交通局は、この指針を引用する別の基準を作る委員会にいた。
c814-2	数詞＋助数詞	2009年	州の道路行政も、2009年の指針そのものの開発委員だった。
c815-1	文頭の数字	2	2009年の指針の計算、方法2は、橋の下を通る船の大きさと速さ、
c815-1	同形異音語（一般）	下	2009年の指針の計算、方法2は、橋の下を通る船の大きさと速さ、
c815-1	数詞＋助数詞	2009年	2009年の指針の計算、方法2は、橋の下を通る船の大きさと速さ、
c815-2	同形異音語（実績）	間	年間の隻数、水路の形などを入れて、崩れる見込みを出すものである。
c816-1	§6の語（キー橋）	分の1	重要とされる橋のしきい値は、年に1万分の1。
c816-2	数詞＋助数詞	1000分	一般の橋なら、年に1000分の1である。
c816-2	§6の語（キー橋）	分の1	一般の橋なら、年に1000分の1である。
c817-1	§6の語（キー橋）	NTSB	事故のあと、NTSBがこの計算をキー橋に当てた。
c817-1	英字・記号	NTSB	事故のあと、NTSBがこの計算をキー橋に当てた。
c817-3	数詞＋助数詞	30倍	しきい値の、およそ30倍
c818-2	1モーラ語＋助詞	手に	どう危険を下げるかを考える材料も、手に入っていた。
c818-2	同形異音語（一般）	下	どう危険を下げるかを考える材料も、手に入っていた。
c820-1	§6の語（キー橋）	NTSB	NTSBの求めで、連邦道路庁が全国の橋を数えた。
c820-1	英字・記号	NTSB	NTSBの求めで、連邦道路庁が全国の橋を数えた。
c821-1	数詞＋助数詞	2002年	そのうち40の橋が、2002年から2023年のあいだに当たられている。
c821-1	数詞＋助数詞	2023年	そのうち40の橋が、2002年から2023年のあいだに当たられている。
c821-2	数詞＋助数詞	23パーセント	相手は大型の外航船。全体の23パーセントである。
c822-1	文頭の数字	1	1991年の指針より前に建ち、外航船が通る水路をまたぐ橋は68。
c822-1	数詞＋助数詞	1991年	1991年の指針より前に建ち、外航船が通る水路をまたぐ橋は68。
c823-1	同形異音語（一般）	日	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-1	数詞＋助数詞	2025年	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-1	数詞＋助数詞	3月	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-1	数詞＋助数詞	18日	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-1	§6の語（キー橋）	NTSB	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-1	英字・記号	NTSB	NTSBは2025年3月18日、この件だけで別の報告書を出し、
c823-2	数詞＋助数詞	4件	緊急の勧告を4件出した。すべての宛先が動き始めている。
c824-1	数詞＋助数詞	1つ	もう1つ、繰り返し書かれていることがある。
c825-1	同形異音語（一般）	事	あの夜は、工事のために警官が両端にいた。だから車が止まった。
c902-2	同形異音語（一般）	上	船の運航会社の代理が、1つの指揮所、統合指揮を立ち上げた。
c902-2	数詞＋助数詞	1つ	船の運航会社の代理が、1つの指揮所、統合指揮を立ち上げた。
c904-2	同形異音語（一般）	物	引き揚げのための、重量物のクレーンとはしけも入った。
c905-1	文頭の数字	5	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c905-1	同形異音語（一般）	日	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c905-1	同形異音語（一般）	上	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c905-1	数詞＋助数詞	5月	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c905-1	数詞＋助数詞	13日	5月13日。船の上に乗ったままの橋桁を、火薬で切り離した。
c907-1	文頭の数字	5	5月20日、ダリが浮かび、航路から出された。
c907-1	同形異音語（一般）	日	5月20日、ダリが浮かび、航路から出された。
